artist,title,album,date,lyrics
Yellowcard,Ten,Southern Air,08/14/2012,"Hmmmm...
I found out in the fall, I've been gone
On the road for a year
She said, ""Honey, I've got real bad news""
And then there were just tears
And we would never be the same again
Since then I've often wondered
What you might have been like
How it would have felt to hold you
Would you have my eyes?
Don't you think we would've been best friends?

You would be ten and I'd be
Driving you to school
You would tell all your friends
That you thought I was cool
And you would have
All the love in my heart
Yeah, you would have
All the love in my heart

We were twenty-two years young then
Breaking rules all around
We were moving in that first apartment
It felt like it was never gonna end
Both so lost and crazy
We were young so we ran
Now I live in a dream where I am
Holding your little hands
I never got to meet you, my best friend

You would be ten and I'd be
Driving you to school
You would tell all your friends
That you thought I was cool
You would be out in the sun
Until it was gone
You would be watching Star Wars
With your PJs on
And you would have
All the love in my heart
Yeah, you would have
All the love in my heart

Don't you think we would have been best friends?

You would be ten and I'd be
Driving you to school
You would tell all your friends
That you thought I was cool
You would be out in the sun
Until it was gone
You would be watching Star Wars
With your PJs on
You would be playing tunes on
On your first guitar
You would be harmony to
Every single part of me
And you have
All the love in my heart
Yeah, you would have
All the love in my heart
Hmmmm..."
Yellowcard,Awakening,Southern Air,08/14/2012,"Bottoms up tonight
I drink to you and I
Cause with the morning comes the rest of my life
And with this empty glass
I will break the past
Cause with the morning I can open my eyes
I want this to be my awakening

I give this one to you
An anthem full of truth
I tell you now an epic tale of what you put me through
And even though you don't
Deserve one of your own
A melody, a song about the life that you let go
I can't believe that I still care enough to write


Yes, I miss you still
And probably always will
I'm living with a busted heart that I will have until
I find the strength I know
Is somewhere in my bones
So pull the curtain up again and get on with this show
At least you know that I still care enough to write

Bottoms up tonight
I drink to you and I
Cause with the morning comes the rest of my life
And with this empty glass
I will break the past
Cause with the morning I can open my eyes
And maybe I will see
A different destiny
Like maybe knowing you at all
Was only a bad dream
I want this to be my awakening
 - 
No rest for the wicked they say
Forgive me if I try to change"
Yellowcard,Surface of the Sun,Southern Air,08/14/2012,"This is a story full of restless nights
Of do or do not cause there is no try
Across a decade we flew high and we fell low
And getting up when we're dragged down is all we've known

We were born to be the ones
To show the faithless what we've done
And there's a fire inside
We were born to be the ones
To show the faithless what we've done
And there's a fire inside
It burns like the surface of the sun

Here in this angel city lights will shine
And for a while we let ourselves go blind
But now we know who loves and loves us not
And they're worth every good thing we have lost

We were born to be the ones
To show the faithless what we've done
And there's a fire inside
We were born to be the ones
To show the faithless what we've done
And there's a fire inside
It burns like the surface of the sun
We were born to be the ones
And burn like the surface of the sun
To show the faithless what we've done
And burn like the surface of the sun

Another million miles to go
Not over yet, not even close"
All Time Low,For Baltimore,Don't Panic!,08/28/2012,"Mayday, situation overload
I'm restless, obsessed with your future
And all my worries they don't bother you
Collected, you render me useless
But I carry on

Right now, I think that you think that I'm
Half drunk, searching for something of
Substance, casually dropping a line, designed
To keep you next to me
I can't awkwardly craft in advance
I know that you wouldn't fall for that
You say ""Shut up and take my hand""
And we carry on

I don't wanna say goodnight
The city comes alive, when we're together
Why can't Thursday last forever?
I don't wanna say goodnight
I've never been so sure
Just do it for the memories
Do it for Baltimore
And do it for me

Hot damn, look at me now
I'm all caught up riding the high of my
Good luck, casually dropping a line, designed
To keep you next to me
I bet you never thought you would fall again
So much for keeping this just friends
Shut up and kiss me now
And we carry on

I don't wanna say goodnight
The city comes alive, when we're together
Why can't Thursday last forever?
I don't wanna say goodnight
I've never been so sure
Just do it for the memories
Do it for Baltimore
And do it for me
(Do it for me)

Mayday, situation overload
I'm restless, obsessed with your future
And all my worries they don't bother you
Collected, you render me useless
But I carry on

I don't wanna say goodnight
The city comes alive, when we're together
Why can't Thursday last forever?
I don't wanna say goodnight
I've never been so sure
Just do it for the memories
Do it for Baltimore
And do it for me"
Sum 41,Blood in My Eyes,Screaming Bloody Murder,09/10/2012,"I don't believe in the secrets you keep
But I do wanna know
How do you sleep at night
And I'm over you, congratulations
Thank you for all the pain
Cause' it made it be so much more fun

There's nothing to say now
The feelings are already dead (they're dead)
And I don't believe theres a way now
All that is said has been said (has been said)
I'm waiting for another day, another way
I don't believe that you can make all the pain go away
So I'll leave it all behind, but I'm leaving with blood in my eyes

Seen through the lines, while believing the lies
For too long a time
And I still don't know how I did
And now war's declared, drawing the battle lines
And I can't see straight anymore
With all of this blood in my eyes

There's nothing to say now
The feelings are already dead (they're dead)
And I don't believe theres a way now
All that is said has been said (has been said)
I'm waiting for another day, another way
I don't believe that you can make all the pain go away
So I'll leave it all behind, but I'm leaving with blood in my eyes


There's nothing to say now
The feelings are already dead (they're dead)
And I don't believe theres a way now
All that is said has been said (has been said)
I'm waiting for another day, another way
I don't believe that you can make all the pain go away
So I'll leave it all behind, but I'm leaving with blood in my eyes"
NOFX,72 Hookers,Self Entitled,09/11/2012,"They don't hate us, they just hate their lives
And desperate people learn to despise
The suicidals don't want a coup
They don't want to blow up, they just want their 72

72 virgins can never stop a war
But a 100,000 hookers can beat the Marine Corps
In stopping hatred, fighting will cease
When everyone is getting blow jobs
That's when we'll finally have world peace

How many million men have been killed in foreign wars?
We need to reinstate the draft, enlist a million whores
Start with the sororities and then all the spring breaks
Ship the girls gone wild to Afghanistan
They'll gladly blow the sheiks

These holy wars aren't holy, it's not the military complex
Terrorists are 16 year old kids who were promised Jihad sex
Maybe if they could see a woman's face
They might not get onto that plane
With a bomb in their suitcase

72 virgins can never stop a war
But a 100,000 hookers can beat the Marine Corps
In stopping violence, fighting will cease
When everyone is getting blow jobs
That's when we'll finally have world peace"
NOFX,"I've Got One Jealous Again, Again",Self Entitled,09/11/2012,"I've got one ""Jealous Again"", again
I got one Killing Joke
I got what was bound to happen
What was broken now's been broke
I parted with my Neurosis
But I kept The Lookouts
I got the record player, but I didn't get the house
I got one Black Flag ""Damaged""
And one ""Golden Shower of Hits.""
I left The Misfits coffin set
But I fuckin' kept The Spits
Now I got ""Group Sex"" and ""No Control.""
I got ""Suffer"" and ""Let's Go.""
I left ""Freedom of Choice"" with ""The Guilt Show.""
I knew it was over when I put on ""Walk Among Us"",
You grabbed the TV remote control
You put on Survivor and I put on some headphones
And cheated with my first love rock and roll
I took back my Replacements
And grabbed my Etherteen
Bullet, Nihilistics, and the banned ""God Save the Queen""
This wasn't like the Faith/Void
This was a clean split
If I didn't grab my records may all been smashed to bits
Take your Guns N' Roses with the Robert Williams cover
And I'll take the Fugazi picture disc
19 or 20 years ago I labeled my slip covers
That was a union I wasn't willing to risk"
All Time Low,Somewhere in Neverland,Don't Panic!,09/17/2012,"Say goodbye to the halls and the classes
Say hello to a job and the taxes
The weekends with old friends spilling into 9 to 5 routine
Tell me how you feel over and done with
Like your life is a map with no compass to guide
At the bar drinking way too much
We sing along to ""Forever Young""
So here we go again wishing we could start again

Wendy run away with me
I know I sound crazy
Don't you see what you do to me?
I wanna be your lost boy
Your last chance, a better reality
Wendy we can get away
I promise if you're with me say the word and we'll find a way
I can be your lost boy, your last chance
Your ""everything better"" plan
Oh, somewhere in Neverland
Somewhere in Neverland

We'll start a life of the plain and the simple
Of great times with far better people
And weekends with our friends
Laughing about the wine that stains their teeth
We'll talk about how your parents separated and
How you don't wanna make the same mistakes as them
I'll say it's all about stickin' it out
And trying to feel forever young
So here we go again wishing we could start again

Wendy run away with me
I know I sound crazy
Don't you see what you do to me?
I wanna be your lost boy
Your last chance, a better reality
Wendy we can get away
I promise if you're with me say the word and we'll find a way
I can be your lost boy, your last chance
Your ""everything better"" plan
Oh, somewhere in Neverland
Somewhere in Neverland
Wendy run away with me
I know I sound crazy
Don't you see what you do to me?
I wanna be your lost boy
Your last chance, a better reality
Wendy we can get away
I promise if you're with me say the word and we'll find a way
I can be your lost boy, your last chance
Your ""everything better"" plan
Oh, somewhere in Neverland
Somewhere in Neverland
Oh, somewhere in Neverland
Somewhere in Neverland"
Green Day,Kill the DJ,Uno!,09/21/2012,"Walking after dark in a New York City park
Your thoughts are so unholy in the holiest of old
Onward Christian soldiers filled with jivin' mind-control
The blood left on the dancefloor running, running red
The bullet that you asked for killing you to death
Unless you

Someone kill the DJ, shoot the fucking DJ
Someone kill the DJ, shoot the fucking DJ
Someone kill the DJ, shoot the fucking DJ
The voices in my head are saying, ""Shoot that fucker down!""
We are the vultures, the dirtiest kind
The culture wars in your heart and your mind

Walking after dark in the New York City park
Beer Goggles left in the club, a pocket full of pills
Sodom and Gomorrah in the century of thrills
The blood left on the dancefloor running, running red
The bullet that you asked for killing you to death
Unless you

Someone kill the DJ, Shoot the fucking DJ
Someone kill the DJ, Shoot the fucking DJ
Someone kill the DJ, Shoot the fucking DJ
Hold him underwater 'till that motherfucker drowns
We are the vultures, the dirtiest kind
They culture wars, in your heart and your mind

Someone's gonna get you boy
Shoot that fucker down!
Someone kill the DJ, shoot the fucking DJ
Someone kill the DJ, Shoot the fucking DJ
(Walking after dark...)
Someone kill the DJ, Shoot the fucking DJ
(Walking after dark...)
Someone kill the DJ, Shoot the fucking DJ
(Walking after dark...)
Someone kill the DJ, Shoot that fucker down
WOW!

Someone kill the DJ, Shoot the fucking DJ
Someone kill the DJ, Shoot the fucking DJ
Someone kill the DJ, Shoot the fucking DJ
Voices in my head are saying, ""Shoot that fucker down!"""
All Time Low,"Oh, Calamity!",Don't Panic: It's Longer Now!,10/08/2012,"When I was younger I was certain
That I'd be fine without a queen
Just a king inside his castle
With an ocean in between
Now all I do is sit
And count the miles from you to me
Oh, Calamity
We get older by the hour
Watch the changes from afar
Keep forgetting to remember
Where we've been is who we are
Now all I do is wonder
Why we ever set the scene
Oh, Calamity

It's such a shame that we play strangers
No act to change what we've become
Damn, it's such a shame that we built a wreck out of me
Oh, Calamity
Oh, Calamity

I'll remember nights alone
Waking up to dial tones
Always found my greatest moments
In the sound of your hellos
Now I struggle to recall
The reasons you would come to leave
Oh, calamity

It's such a shame that we play strangers
No act to change what we've become
Damn, it's such a shame that we built a wreck out of me
Oh, Calamity
Oh, Calamity

If I catch you on the corner
Will you even know it's me?
Will I look familiar to ya?
Do you offer me a seat?
Can we find a new beginning?
Do you turn the other cheek?
Oh, Calamity

It's such a shame that we play strangers
No act to change what we've become
Damn, it's such a shame that we play strangers
No act to change what we've become
Damn, it's such a shame that we built a wreck out of me
Oh, Calamity
Oh, Calamity

Oh, Calamity, come back to me"
All Time Low,If These Sheets Were States,Don't Panic!,10/08/2012,"I'm lost in empty pillow talk again
Lost in empty pillow talk again

This bed's an island made of feathered down
And I'm stuck here alone
Little else but memories of you on memory foam
Visions of a brighter love, I'd kill for one more day
To pool my thoughts and find the words to say

If these sheets were the states and you were miles away
I'd fold them end over end to bring you closer to me
Because I don't sleep at all without you pressed up against me
I settle for long distance calls
I'm lost in empty pillow talk again
I'm lost in empty pillow talk again

This room's become a mausoleum filled with relics of regret
Paying dues to every moment wasted on words left unsaid
Collisions of a finer love, I'd kill for one more way
To tell you how you make me better every day

If these sheets were the states and you were miles away
I'd fold them end over end to bring you closer to me
Because I don't sleep at all without you pressed up against me
I settle for long distance calls
I'm lost in empty pillow talk again

Lost in empty pillow talk again
Lost in empty pillow talk again

If these sheets were the states and you were miles away
I'd fold them end over end to bring you closer to me
Because I don't sleep at all without you pressed up against me
I settle for long distance calls
I'm lost in empty pillow talk
I settle for long distance calls
I'm lost in empty pillow talk again
I'm lost in empty pillow talk again"
All Time Low,Outlines,Don't Panic!,10/08/2012,"I'm half remembered, half way across the world
Twice removed from a second home
The shadow of a ghost in an old haunt
With a lease on life 'cause I can't afford to own
When being young starts getting old
A new place saves face or so I'm told
Be the new kid on an old block
A chalk outline on a playground blacktop

I'm just a moment so don't let me pass you by
We could be a story in the morning but we'll be a legend tonight
I'm just a moment so don't let me pass you by
And they can speak our names in a dead language
'Cause you and I, we're alive
But just for a moment

I'm twice the man that I thought I was yesterday
Half the time, I'm a world away
A flicker of a soul casting silhouettes
On the face of a town that could not get me to stay
And when the spark's gone, former lovers
Just looking for a bus to throw me under
I'll be the new kid on an old block
A chalk outline on a playground blacktop

I'm just a moment so don't let me pass you by
We could be a story in the morning but we'll be a legend tonight
I'm just a moment so don't let me pass you by
And they can speak our names in a dead language
'Cause you and I, we're alive
But just for a moment
Just for a moment

When being young starts getting old
A new place saves face or so I'm told
I'll be the new kid on an old block
A chalk outline on a playground blacktop

I'm just a moment so don't let me pass you by
We could be a story in the morning but a legend tonight
I'm just a moment so don't let me pass you by
And they can speak our names in a dead language
'Cause you and I, we're alive
But just for a moment
Just for the moment
Just for a moment"
All Time Low,Paint You Wings,Don't Panic!,10/08/2012,"When will the princess figure it out
She ain't worth saving
Heavy the head that bears the crown
Of my mistaken, apathy for sympathy
I was never good enough to be anything but remedy
To all of your constant pressing needs
And I never learned, so

I painted a picture of the things I wanted most
To color in the darker side of all my brightest hopes
But there's a monster standing where you should be
So I'll paint you wings
And I'll set you free
Yeah

I was a pawn in all of your plans, you kept me busy
Locked behind your chamber doors when you felt frisky
Until you got sick of me
I was never good enough to be anything but remedy
To all of your constant pressing needs
And I never learned, so

I painted a picture of the things I wanted most
To color in the darker side of all my brightest hopes
But there's a monster standing where you should be
So I'll paint you wings
And I'll set you free

When will the princess figure it out
She ain't worth saving
When will the world get over all her misbehaving?
Will we ever learn?

I painted a picture of the things I wanted most
To color in the darker side of all my brightest hopes
But there's a monster standing where you should be
So I'll paint you wings
And I'll set you free
(She can fly away)
I painted a picture of the things I wanted most
To color in the darker side of all my brightest hopes
But there's a monster standing where you should be
So I'll paint you wings
And I'll set you free

She can fly away"
All Time Low,The Irony of Choking on a Lifesaver,Don't Panic!,10/08/2012,"Stop fucking around with my emotions
I like you better when you're numb
I'm sick and tired of false devotion
Devote yourself to moving on
Or suck it up and let it go
But you're always out to get me

You're the snake hidden in my daffodils when I'm picking flowers
That's just my luck these days
Why can't you just be happy for me?
You're the break lines failing as my car swerves off the freeway
It kind of feels like sabotage
Why can't you just be happy for
Why can't you just be happy for me?
Na na na na na na
Na na na na na
Na na na na na
Na na na na na (Why can't you just be happy for)

You think opinions make you savvy
Your running mouth falls on deaf ears
You say you're winning 'cause you're laughing
Well, I'm crying crocodile tears
Just suck it up and let it go
But you're always out to get me

You're the snake hidden in my daffodils when I'm picking flowers
That's just my luck these days
Why can't you just be happy for me?
You're the brake lights failing as my car swerves off the freeway
It kind of feels like sabotage
Why can't you just be happy for
Why can't you just be happy for me?
Na na na na na na
Na na na na na
Na na na na na
Na na na na na (Why can't you just be happy for)

Why can't you just be happy for me?
I'll never be good enough, no
I'll never be good enough
Why can't you just be happy for me?
I'll never be good enough, no
I'll never be good enough
But you're always out to get me

You're the snake hidden in my daffodils when I'm picking flowers
That's just my luck these days
Why can't you just be happy for me?
You're the brake lights failing as my car swerves off the freeway
It kind of feels like sabotage
Why can't you just be happy for
Why can't you just be happy for me?
Na na na na na na
Na na na na na (Stop fucking around with my emotions)
Na na na na na
Na na na na na (Why can't you just be happy for)
Na na na na na na
Na na na na na (Stop fucking around with my emotions)
Na na na na na
Na na na na na (Why can't you just be happy for me?)"
The Ataris,12.15.10,Hang Your Head in Hope,10/12/2012,"We leave the television blaring
To create the illusion that our lives are not vacant
But still our hearts are so shattered
We are all speeding with no destination
An imaginary prize until we sadly falter

Hollow children sputtering out
From birth until failure, we march on forever
We are only as strong as the mark we left behind

It was a cold, cold day in December
Your hands were folded
Your heart was silent
What was this boy to you?
How could I possibly stay here without you?
You were a young soul waiting forever
And heaven had finally come for you
I know this much is true
They'll never another one like you

Hollow children sputtering out
From birth until failure, we march on forever
We are only as strong as the mark we left behind

We are only as strong
We are only as strong as the mark we left
God, are you really listening?
If this is only a test
If this is only a test, I feel like I'm failing
God, are you really listening?
If this is only a test
If this is only a test, I feel like I'm failing
Failing you"
Blink-182,Pretty Little Girl,Dogs Eating Dogs,12/01/2012,"Nineteen, your eyes are glowing to my beating heart
Oh, it seems like it is fine as my hand is moving up your arm
And you never really know where it goes up until it starts
I got my eye on you
Whatcha gonna do
Day dream near a stream with the linear bites
Oh, I listen to the song on repeat from the other night
And I can't picture you but I sure got the feeling right
What a crazy world
Pretty little girl

And we wake from the night in a bed with a bruise
And we're laughing out loud over the craziest news
And you reached for my hand, I was scared in your room
We fell on the floor and we started to move
And your hands were like birds as they flew from the coop
Up my back they would climb just as I came unglued

She said
If you break my heart then I'll change your mind
And I'll do it again
If you play the part then I will play mine
And I'll do it again
If we miss the mark if we hold on tight
We'll be there to try it again

Nineteen as we roll across the bedroom floor
Your eyes they cannot lie as you're dreaming of our future home
And the kids are growing up as you and I we are growing old
What a crazy world
Pretty little girl

In the rain with the drink from the back of the bar
I would raise up my voice, you would raise it up more
We'd forget that our lives being apart, it is hard
We'd thought we were close but it still feels far
Can we learn to get by if we learn to have scars
If we learn to forgive and accept who we are

You said
If you break my heart then I'll change your mind
And I'll do it again
If you play the part then I will play mine
And I'll do it again
If we miss the mark if we hold on tight
We'll be here to do it again

Wait a minute, hold up a second
Don't leave me here with this feeling
Like I'm the one full of regret
Like I never did good for us both
Like you never did pull out that weapon
And stick that knife in my back
Was I supposed to accept it
When your words are like
More than just sticks and stones
Kinda like a bullet
A hollow tip that lodged in my bones
And I can't just swallow it
My pride is more than all that I own
So I gotta give it away
And some of the times I'm all the way wrong
But can't you see past me and see my fucked up home
That made me the meanest, the devil is just singing along
To the song I write til I'm alone at night
And I hang up the phone and bite my tongue
Cause I know that me and you is just only right but one one one one...

It's a cry from the past, we have been through a lot
Every year has been great and a few have been tough
And your kids, they will reach for the stars up above
We'll sit and relax as we're cheering them on
The ropes to the light from the crib to the grave
We started alone, in the end we're okay

You said
If you break my heart then I'll change your mind
And I'll do it again
If you play the part then I will play mine
And I'll do it again
If we miss the mark if we hold on tight
We'll be here to try it again"
5 Seconds of Summer,Beside You,5 Seconds of Summer (Bonus Track Version),12/07/2012,"Within a minute I was all packed up
I've got a ticket to another world
I don't want to go
I don't want to go
Silent words are hard to speak
When your thoughts are all I see
'Don't ever leave,' she said to me

When we both fall asleep underneath the same sky
To the beat of our hearts at the same time
So close but so far away
Can you hear me?

She sleeps alone
My heart wants to come home
I wish I was, I wish I was beside you
She lies awake
I'm trying to find the words to say
I wish I was, I wish I was beside you

Another day, and I'm somewhere new
I made a promise that I'll come home soon
Bring me back, bring me back to you

When we both wake up underneath the same sun
Time stops, I wish that I could rewind
So close but so far away

She sleeps alone
My heart wants to come home
I wish I was, I wish I was beside you
She lies awake
I'm trying to find the words to say
I wish I was, I wish I was beside you

The pieces of us both
Under every city light
And they're shining as we fade into the night

She sleeps alone
My heart wants to come home
I wish I was, I wish I was...

She sleeps alone
My heart wants to come home
I wish I was, I wish I was beside you
She lies awake
I'm trying to find the words to say
I wish I was, I wish I was beside you

She lies awake
Beside you
I wish I was, I wish I was...
She sleeps alone
My heart wants to come home
I wish I was, I wish I was..."
Bad Religion,True North,True North,12/18/2012,"Unrepentant vagabond
Plot the new coordinates and cast the map aside
Now I gotta ramble on
Navigate the pitfalls and cross the great divide
The mapmaker's legend has direction and a key
He set the declination but what good is it to me?
I can't see the rationality
The world's not my responsibility
And happiness isn't there for me
But maybe I'll inch closer to the source
When I find true north
(with or without a friend. Keep searching 'til the end.)
Tempting fate and cheating death
No one ever told me it was going to be like this
Contemplate the randomness
When the mind is willing it gets downright perilous
Overburdened, underwhelmed, their ethical decrees
That's your moral compass but what good is it to me?
I can't see the rationality
The world's not my responsibility
And happiness isn't there for me
But maybe I'll inch closer to the source
When I find true north
(with or without a friend. Keep searching 'til the end)
When I find true north"
A Day to Remember,Violence (Enough Is Enough),Common Courtesy,12/21/2012,"I've been feeling like everything is for nothing
In fact, I've never felt so goddamn small
Always searching for the bright side
To find the strength for when I fall
I'm still believing that life has a meaning
Can't cope with thinking that there's not
I'm so divided that I try to hide it
It's the only real thing that I've got

So, when the world outside can't see what's wrong and right
People can't understand the reasons that we fight
Something's gotta give

Violence, give me violence
Cause they say (say) we're the worthless ones
Substance, give me substance
Heavy lies the crown as I cut you down
Violence, give me violence
Cause they say (say) we're the worthless ones
Substance, give me substance
Heavy lies the crown as I cut you down

You can call this a warning (it's a warning)
That we're drowning in our malcontent
Tear me down like a cancer (whats your answer?)
We're different and it makes you sick
There is a sadness here, on every corner
It's in our hearts, dear God
Don't wanna trouble you much
But we all need to know when enough is enough

So, when the world outside can't see what's wrong and right
People can't understand the reasons that we fight
(Reasons that we fight)
Something's gotta give

Violence, give me violence
Cause they say (say)we're the worthless ones
Substance, give me substance
Heavy lies the crown as I cut you down
Violence, give me violence
Cause they say (say) we're the worthless ones
Substance, give me substance
Heavy lies the crown as I cut you down

You only get one chance and that's one too much
What's the world gonna say when I call your bluff, punk?
Bow your head

Violence, give me violence
Cause they say we're the worthless ones
Substance, give me substance
Heavy lies the crown as I cut you down
Violence, give me violence
Cause they say (say) we're the worthless ones
Substance, give me substance
Heavy lies the crown as I cut you down"
Paramore,Now,Paramore,01/22/2013,"Don't try to take this from me
Don't try to take this from me
Now-ow-ow-ow-ow-ow-ow-ow
Don't try to take this from me
Don't try to take this from me
Now-ow-ow-ow-ow-ow-ow-ow

Feels like I'm waking from the dead
And everyone's been waiting on me
'Least now I'll never have to wonder
What it's like to sleep a year away
But were we indestructible
I thought that we could brave it all (all)
I never thought that what would take me out
Was hiding down below

Lost the battle, win the war
Bringing my sinking ship back to the shore
We're starting over, or head back in
There's a time and a place to die but this ain't it

If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow
If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow
If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow
If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow

Don't try to take this from me
Don't try to take this from me
Now-ow-ow-ow-ow-ow-ow-ow
Don't try to take this from me
Don't try to take this from me
Now-ow-ow-ow-ow-ow-ow-ow

Wish I could find a crystal ball
For the days I feel completely worthless
You know I'd use it all for good
I would not take it for granted (granted)
Instead, I'd have some memories
For the days I don't feel anything
At the least, they will remind me
Not to make the same mistakes again

Lost the battle, win the war
Bringing my sinking ship back to the shore
We're starting over, or head back in
There's a time and a place to die but this ain't it

If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow
If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow
If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow
If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow

There's a time and a place to die
There's a time and a place to die
And this ain't it
There's a time and a place to die
And this ain't it, this ain't it
This ain't it
There's a time and a place to die
There's a time and a place to die
But this ain't it, no

If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow
If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow
If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow
If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow

If there's a future, we want it
Now-ow-ow-ow-ow-ow-ow-ow
Now-ow-ow-ow-ow-ow-ow-ow
Now-ow-ow-ow-ow-ow-ow-ow"
Bad Religion,Fuck You,True North,01/22/2013,"Everybody needs a slogan in their pocket or two
It never hurts to have a strategy you can go to
Sometimes I have no sense at all
As most flawed men are won't to do
Just say fuck you
Pavlovian rude
A menace too
Pay homage to
Your bad attitude
You can even get cerebral if you want to
Make a radical assessment that sticks like glue
Sometimes it takes no thought at all
The easiest thing to do
Is say fuck you
Pavlovian rude
A menace too
Pay homage to
Your bad attitude
The reaction it brings, just one of those things
Your friends might not want you around
If the impulse is right you might get in a fight
Even though you can't hold your ground
But all rest assured, sometimes just a word
Is the most satisfying sound
Sometimes it makes no sense at all
The easiest thing to do
Is say fuck you
Pavlovian rude
A menace to
Pay homage to
Your bad attitude
Just say fuck you"
Fall Out Boy,My Songs Know What You Did in the Dark (Light 'Em Up),Save Rock and Roll,02/04/2013,"B-B-Be careful making wishes in the dark, dark
Can't be sure when they've hit their mark
And besides in the mean-meantime I'm just dreaming of tearing you apart
I'm in the de-details with the devil
So now the world can never get me on my level
I just got to get you out of the cage
I'm a young lovers rage
Gonna need a spark to ignite

My songs know what you did in the dark

So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
In the dark, dark
In the dark, dark

The writers keep writing what they write
Somewhere another pretty vein just dies
I've got the scars from tomorrow and I wish you could see
That you're the antidote to everything except for me
A constellation of tears on your lashes
Burn everything you love
Then burn the ashes
In the end everything collides
My childhood spat back out the monster that you see

My songs know what you did in the dark

So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
In the dark, dark
In the dark, dark

My songs know what you did in the dark
(My songs know what you did in the dark)

So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
So light em up, up, up
Light em up, up, up
Light em up, up, up
I'm on fire
In the dark, dark
In the dark, dark"
Alkaline Trio,I Wanna Be a Warhol,My Shame Is True,02/05/2013,"I wanna be a little piece of history, let's go
I wanna be a painting for all to see, let's go
Take a trip, take a big hand full of these and swallow
Just a headache, a fuzzy memory tomorrow
I wanna be a Warhol hanging on your wall
You down there looking up at me
I wanna be a Warhol displayed on your wall
Hung up there staring back at you
Staring back at you
Give me a taste of your misery, let's go
Won't you please come play chemistry and sorrow
I can't believe anything that you're telling me, let's go
The walls are closing in and melting nice and slow
I wanna be a Warhol hanging on your wall
You down there looking up at me
I wanna be a Warhol displayed on your wall
Hung up and staring back at you
Staring back at you
I wanna be a Warhol hanging on your wall
Staring down at you
I wanna be a Warhol displayed on your wall
Still hung up on you"
RVIVR,Big Lie,The Beauty Between,02/25/2013,"RUNNING THROUGH TREES
AND I'M TRYING TO BREATHE BACK INTO MY DREAM
RIPPED UP MY ROOTS LIKE THERE'S SOMEPLACE THAT I GOTTA BE
IF SOMEONE HAD TOLD ME HOW THIS WOULD UNFOLD
HOW WE'D BUILD UP THIS THING JUST TO POINT OUT THE HOLES
GASPING AS THE SKY FALLS

ITS A GREAT BIG LIE I BELIEVE SOMETIMES
ITS GOT ME ITS GOT ME ITS GOT ME
AHH!
PULLS ME DOWN
TIL THE LIGHTNING STRIKES LIKE A LITTLE FLASH OF DAY IN THE NIGHT
THE BAND KEEPS ON PLAYING
NO IDEA WHAT THEY'RE SAYING
I TRY NOT TO CARE BUT IS ANYONE THERE?!

ITS A GREAT BIG LIE I BELIEVE SOMETIMES
ITS GOT ME ITS GOT ME ITS GOT ME
AHH!
PULLS ME DOWN
TIL THE LIGHTNING STRIKES LIKE A LITTLE FLASH OF DAY IN THE NIGHT
SO WHAT IF I'M DREAMING IMPOSSIBLE DREAMS AND I FLY BY NIGHT?
I COME FROM THE STARS AND I'M NOT AFRAID TO DIE!!
WHAT'S THE MISTAKE IN IMPOSSIBLE DREAMS?!
WE CAN FLY BY NIGHT!
EVERYTHING'S CHANGING
THERE'S BEAUTY BETWEEN THE LIES"
